,genres,name,platform,score
475,Hardware,PlayStation 4 Pro,PlayStation 4,8.5
476,Compilation,NES Classic Edition,TV game systems,7.5
477,Platformer,Owlboy,Nintendo Switch,9.3
478,Platformer,Owlboy,PC,9.3
479,Action,Hitman: Episode 6: Hokkaido,PlayStation 4,8.3
480,Action,Hitman: Episode 6: Hokkaido,PC,8.3
481,Action,Hitman: Episode 6: Hokkaido,Xbox One,8.3
482,RPG,The Elder Scrolls V: Skyrim -- Special Edition,PC,7.3
483,RPG,The Elder Scrolls V: Skyrim -- Special Edition,PlayStation 4,8.0
484,RPG,The Elder Scrolls V: Skyrim -- Special Edition,Xbox One,8.0
485,Shooter,Titanfall 2,PlayStation 4,9.0
486,Shooter,Titanfall 2,PC,9.0
487,Shooter,Titanfall 2,Xbox One,9.0
488,Fighting,Dragon Ball Xenoverse 2,PlayStation 4,7.5
489,Strategy,Sid Meier's Civilization VI,PC,9.4
490,Simulation,Clockwork Empires,PC,6.5
491,Adventure,Batman: The Telltale Series -- Episode 3: New World Order,PC,7.7
492,RPG,World of Final Fantasy,PlayStation 4,7.0
493,Shooter,Rigs: Mechanized Combat League,PlayStation 4,6.5
494,"Action, RPG",Dark Souls III: Ashes of Ariandel,PC,7.8
495,"Action, RPG",Dark Souls III: Ashes of Ariandel,PlayStation 4,7.8
496,Shooter,Battlefield 1,PlayStation 4,9.0
497,Shooter,Battlefield 1,Xbox One,9.0
498,Shooter,Battlefield 1,PC,9.0
499,Sports,100ft Robot Golf,PlayStation 4,5.0
500,Racing,Driveclub VR,PlayStation 4,5.9
501,Sports,WWE 2K17,PlayStation 4,8.2
502,Sports,WWE 2K17,Xbox One,8.2
503,Action,Skylanders Imaginators,Nintendo Switch,6.8
504,Action,Skylanders Imaginators,Xbox One,6.8
505,Action,Skylanders Imaginators,PlayStation 4,6.8
506,"Flight, Action",EVE Valkyrie,PC,7.9
507,"Flight, Action",EVE Valkyrie,PlayStation 4,7.9
508,Shooter,Shadow Warrior 2,PC,8.6
509,Racing,WRC 6 FIA World Rally Championship,PC,7.1
510,Racing,WRC 6 FIA World Rally Championship,PlayStation 4,7.1
511,Racing,WRC 6 FIA World Rally Championship,Xbox One,7.1
512,Adventure,Here They Lie,PlayStation 4,4.8
513,Puzzle,Tumble VR,PlayStation 4,5.8
514,Shooter,Rez Infinite,PlayStation 4,8.2
515,Shooter,Gears of War 4,PC,9.2
516,Shooter,Gears of War 4,Xbox One,9.2
517,"Action, Adventure",Mafia III,Xbox One,7.5
518,"Action, Adventure",Mafia III,PlayStation 4,7.5
519,"Action, Adventure",Mafia III,PC,7.5
520,"Action, Adventure",Rise of the Tomb Raider,PlayStation 4,9.3
521,RPG,Dragon Quest Builders,PlayStation 4,8.9
522,Action,The Tomorrow Children,PlayStation 4,5.2
523,RPG,Paper Mario: Color Splash,Wii U,7.3
524,Simulation,Job Simulator,PlayStation 4,7.5
525,Adventure,Wayward Sky,PlayStation 4,7.3
526,"Music, Action",Thumper,Xbox One,9.0
527,"Music, Action",Thumper,PC,9.0
528,"Music, Action",Thumper,PlayStation 4,9.0
529,"Music, Action",Thumper,Nintendo Switch,9.0
530,Productivity,Harmonix Music VR,PlayStation 4,3.5
531,Action,Batman: Arkham VR,PlayStation 4,7.2
532,Shooter,Until Dawn: Rush of Blood,PlayStation 4,6.0
533,Hardware,PlayStation VR,PlayStation 4,8.5
534,Shooter,Battlezone,PlayStation 4,6.3
535,Puzzle,SuperHyperCube,PlayStation 4,9.0
536,Party,PlayStation VR Worlds,PlayStation 4,6.0
537,Shooter,"Warhammer 40,000: Eternal Crusade",PC,5.3
538,RPG,Yo-Kai Watch 2: Fleshy Souls,Nintendo 3DS,5.5
539,RPG,Yo-Kai Watch 2: Bony Spirits,Nintendo 3DS,5.5
540,Shooter,Destiny: Rise of Iron,Xbox One,6.2
541,Shooter,Destiny: Rise of Iron,PlayStation 4,6.2
542,"Action, RPG",Deus Ex: Mankind Divided -- System Rift,Xbox One,7.5
543,"Action, RPG",Deus Ex: Mankind Divided -- System Rift,PlayStation 4,7.5
544,"Action, RPG",Deus Ex: Mankind Divided -- System Rift,PC,7.5
545,Platformer,Sonic Boom: Fire & Ice,Nintendo 3DS,7.5
546,Adventure,Virginia,PC,8.5
547,RPG,Mount & Blade: Warband,Xbox One,6.8
548,Sports,FIFA 17,Xbox One,8.4
549,Sports,FIFA 17,PlayStation 4,8.4
550,Sports,NBA 2K17,PlayStation 4,8.9
551,Racing,Forza Horizon 3,Xbox One,9.5
552,Adventure,Batman: The Telltale Series -- Episode 2: Children of Arkham,PC,8.0
553,Shooter,Rive,PC,6.5
554,Shooter,BioShock: The Collection,PlayStation 4,8.2
555,Shooter,BioShock: The Collection,Xbox One,8.2
556,"Action, Adventure",Dead Rising Triple Pack,Xbox One,6.5
557,"Action, Adventure",Dead Rising Triple Pack,PlayStation 4,6.5
558,Action,Pac-Man Championship Edition 2,PC,7.5
559,Sports,Pro Evolution Soccer 2017,Xbox One,9.5
560,Sports,Pro Evolution Soccer 2017,PlayStation 4,9.5
561,RPG,Dragon Quest VII: Fragments of the Forgotten Past,Nintendo 3DS,7.7
562,Adventure,ReCore,PC,7.3
563,Adventure,ReCore,Xbox One,7.3
564,Sports,NHL 17,Xbox One,8.4
565,RPG,World of Warcraft: Legion,PC,9.1
566,Simulation,Project Highrise,PC,7.0
567,Adventure,Phoenix Wright: Ace Attorney -- Spirit of Justice,Nintendo 3DS,6.5
568,Puzzle,The Turing Test,PC,7.0
569,Racing,Assetto Corsa,Xbox One,6.0
570,Racing,Assetto Corsa,PlayStation 4,6.0
571,RPG,Fallout 4: Nuka World,PC,7.9
572,Strategy,Worms WMD,PlayStation 4,7.8
573,Action,Attack on Titan,PlayStation 4,7.3
574,Strategy,Master of Orion,PC,7.1
575,Fighting,The King of Fighters XIV,PlayStation 4,8.0
576,Adventure,Valley,Xbox One,5.0
577,Adventure,Valley,PlayStation 4,5.0
578,Racing,F1 2016,PlayStation 4,8.8
579,Racing,F1 2016,Xbox One,8.8
580,Racing,F1 2016,PC,8.8
581,"Action, RPG",Deus Ex: Mankind Divided,PlayStation 4,9.2
582,"Action, RPG",Deus Ex: Mankind Divided,PC,9.2
583,"Action, RPG",Deus Ex: Mankind Divided,Xbox One,9.2
584,Shooter,Metroid Prime: Federation Force,Nintendo 3DS,5.9
585,Action,Hitman: Episode 4: Bangkok,Xbox One,7.4
586,Action,Hitman: Episode 4: Bangkok,PC,7.4
587,Action,Hitman: Episode 4: Bangkok,PlayStation 4,7.4
588,Platformer,Grow Up,PC,7.8
589,Puzzle,Deus Ex Go,iPhone,8.4
590,Sports,Madden NFL 17,PlayStation 4,8.6
591,Adventure,No Man's Sky,PlayStation 4,6.0
592,Platformer,Bound,PlayStation 4,7.0
593,Strategy,Starcraft II: Nova Covert Ops -- Mission Pack 2,PC,6.4
594,Adventure,Batman: The Telltale Series -- Episode 1: Realm of Shadows,PC,7.5
595,Adventure,Abzu,PlayStation 4,8.4
596,Action,Starbound,PC,9.1
597,"Puzzle, Action",Human: Fall Flat,PC,7.9
598,Puzzle,Quadrilateral Cowboy,PC,8.5
599,RPG,Fallout 4: Vault-Tec Workshop,PC,8.2
600,Platformer,Fru,Xbox One,8.5
601,Action,Headlander,PC,8.2
602,Action,Headlander,PlayStation 4,8.2
603,Adventure,Kentucky Route Zero: Act 4,PC,8.5
604,RPG,I Am Setsuna,PlayStation 4,7.5
605,RPG,I Am Setsuna,Nintendo Switch,7.5
606,Adventure,The Solus Project,Xbox One,6.9
607,Simulation,Kerbal Space Program,PlayStation 4,9.0
608,Action,Ghostbusters,PC,4.4
609,"Action, Adventure",Necropolis,PC,6.5
610,"Shooter, Adventure",7 Days to Die,Xbox One,4.9
611,Battle,Pokemon Go,iPhone,7.0
612,Battle,Pokemon Go,Android,7.0
613,"Racing, Action",Carmageddon: Max Damage,PlayStation 4,5.4
614,Action,Monster Hunter Generations,Nintendo 3DS,8.0
615,Adventure,Song of the Deep,PlayStation 4,6.0
616,Shooter,Overwatch,PlayStation 4,9.4
617,Shooter,Overwatch,Xbox One,9.4
618,Shooter,Overwatch,PC,9.4
619,Shooter,Tom Clancy's The Division -- Underground,Xbox One,5.8
620,Puzzle,BoxBoxBoy!,Nintendo 3DS,7.8
621,Strategy,XCOM 2: Shen's Last Gift,PC,8.0
622,Adventure,Zero Time Dilemma,PlayStation Vita,9.2
623,Adventure,Zero Time Dilemma,Nintendo 3DS,9.2
624,RPG,Tokyo Mirage Sessions #FE,Wii U,7.6
625,"Action, Adventure",LEGO Star Wars: The Force Awakens,Xbox One,9.0
626,"Action, Adventure",LEGO Star Wars: The Force Awakens,Wii U,9.0
627,"Action, Adventure",LEGO Star Wars: The Force Awakens,PlayStation Vita,9.0
628,"Action, Adventure",LEGO Star Wars: The Force Awakens,PC,9.0
629,"Action, Adventure",LEGO Star Wars: The Force Awakens,PlayStation 4,9.0
630,"Action, Adventure",LEGO Star Wars: The Force Awakens,PlayStation 3,9.0
631,"Action, Adventure",LEGO Star Wars: The Force Awakens,Xbox 360,9.0
632,"Action, Adventure",LEGO Star Wars: The Force Awakens,Nintendo 3DS,9.0
633,RPG,Star Ocean: Integrity and Faithlessness,PlayStation 4,5.8
634,Adventure,Inside,PlayStation 4,10.0
635,Adventure,Inside,Xbox One,10.0
636,Adventure,Inside,PC,10.0
637,RPG,The Technomancer,PC,4.9
638,Shooter,Umbrella Corps,PlayStation 4,3.8
639,RPG,Fallout 4: Contraptions,PC,6.8
640,"Action, Platformer",Mighty No. 9 (Collector's Edition),PlayStation 4,5.6
641,"Action, Platformer",Mighty No. 9,PlayStation 4,5.6
642,Adventure,Sherlock Holmes: The Devil's Daughter,PlayStation 4,5.0
643,Racing,Trials of the Blood Dragon,PlayStation 4,6.9
644,Racing,Trials of the Blood Dragon,Xbox One,6.9
645,Adventure,Edge of Nowhere,PC,6.7
646,"Action, Adventure",Mirror's Edge Catalyst,Xbox One,6.8
647,"Action, Adventure",Mirror's Edge Catalyst,PlayStation 4,6.8
648,"Action, Adventure",Mirror's Edge Catalyst,PC,6.8
649,Strategy,Hearts of Iron IV,PC,9.0
650,Action,Hitman: Episode 3: Marrakesh,PlayStation 4,6.0
651,"Sports, Action",Dangerous Golf,PC,6.0
652,Action,Dead Island: Definitive Collection,Xbox One,7.0
653,Action,Dead Island: Definitive Collection,PlayStation 4,7.0
654,RPG,Odin Sphere Leifthrasir,PlayStation Vita,9.5
655,RPG,Odin Sphere Leifthrasir,PlayStation 4,9.5
656,Fighting,One Piece: Burning Blood,Xbox One,6.5
657,Fighting,One Piece: Burning Blood,PlayStation 4,6.5
658,Platformer,Kirby: Planet Robobot,Nintendo 3DS,8.0
659,Action,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,4.9
660,RPG,The Witcher 3: Wild Hunt -- Blood and Wine,Xbox One,9.0
661,RPG,The Witcher 3: Wild Hunt -- Blood and Wine,PlayStation 4,9.0
662,RPG,The Witcher 3: Wild Hunt -- Blood and Wine,PC,9.0
663,"Action, RPG",Salt and Sanctuary,PC,8.6
664,RPG,Fallout 4: Far Harbor,PC,8.3
665,Strategy,Total War: Warhammer,PC,8.6
666,Shooter,Homefront: The Revolution,PlayStation 4,5.0
667,Shooter,Homefront: The Revolution,PC,5.0
668,Shooter,Homefront: The Revolution,Xbox One,5.0
669,"Action, Adventure",Shadow of the Beast,PlayStation 4,7.6
670,Shooter,Doom,PC,7.1
671,Strategy,XCOM 2: Alien Hunters,PC,7.7
672,"Action, Adventure",Uncharted 4: A Thief's End,PlayStation 4,9.0
673,"Action, RPG",Valkyria Chronicles Remastered,PlayStation 4,9.0
674,"Action, RPG",Valkyria Chronicles,PlayStation 3,9.0
675,Strategy,Stellaris,PC,6.3
676,Shooter,Battleborn,PlayStation 4,7.1
677,Shooter,Battleborn,PC,7.1
678,Shooter,Battleborn,Xbox One,7.1
679,Adventure,The Park,PC,7.0
680,Adventure,The Park,Xbox One,7.0
681,Adventure,The Park,PlayStation 4,7.0
682,Action,Furi,PC,6.8
683,Shooter,Alienation,PlayStation 4,8.7
684,Action,Hitman: Episode 2: Sapienza,PlayStation 4,8.5
685,Action,Hitman: Episode 2: Sapienza,Xbox One,8.5
686,Action,Hitman: Episode 2: Sapienza,PC,8.5
687,Strategy,Offworld Trading Company,PC,8.0
688,Adventure,The Walking Dead: Michonne -- Episode 3: What We Deserve,PC,6.3
689,RPG,Severed,PlayStation Vita,6.4
690,Strategy,Battlefleet Gothic: Armada,PC,7.1
691,"Action, Adventure",1979 Revolution,PC,8.0
692,Action,Star Fox Guard,Wii U,7.8
693,Flight,Star Fox Zero,Wii U,7.5
694,"Strategy, RPG",The Banner Saga 2,PC,8.9
695,RPG,Fallout 4: Wasteland Workshop,PC,5.5
696,RPG,Chronos,PC,8.0
697,"Action, RPG",Hyper Light Drifter,PC,7.6
698,Platformer,Ratchet & Clank,PlayStation 4,9.0
699,Strategy,Dead Star,PC,7.1
700,Strategy,Dead Star,PlayStation 4,7.1
701,Hardware,HTC Vive,PC,9.3
702,Platformer,Lucky's Tale,PC,6.0
703,Strategy,Starcraft II: Nova Covert Ops -- Mission Pack 1,PC,6.2
704,Shooter,Enter the Gungeon,PC,8.5
705,Shooter,Enter the Gungeon,PlayStation 4,8.5
706,"Action, RPG",Dark Souls III,Xbox One,9.5
707,"Action, RPG",Dark Souls III,PC,9.5
708,"Action, RPG",Dark Souls III,PlayStation 4,9.5
709,"Action, Adventure",Rise of the Tomb Raider -- Cold Darkness Awakened,Xbox One,7.0
710,Action,Quantum Break,Xbox One,8.0
711,Sports,MLB The Show 16,PlayStation 4,9.3
712,Adventure,The Walking Dead: Michonne -- Episode 2: Give No Shelter,PC,7.2
713,Strategy,Ashes of the Singularity,PC,7.7
714,Hardware,Oculus Rift,PC,9.0
715,Adventure,Adr1ft [VR Edition],PC,7.0
716,Adventure,Adr1ft,PC,6.0
717,"RPG, Simulation",Stardew Valley,PC,8.8
718,"RPG, Simulation",Stardew Valley,Xbox One,8.8
719,"RPG, Simulation",Stardew Valley,PlayStation 4,8.8
720,RPG,Fallout 4: Automatron,PC,7.5
721,Racing,TrackMania Turbo,Xbox One,8.4
722,Racing,TrackMania Turbo,PlayStation 4,8.4
723,Action,Hyrule Warriors Legends,Nintendo 3DS,4.0
724,Action,Hyrule Warriors Legends,New Nintendo 3DS,6.8
725,Adventure,Day of the Tentacle: Remastered,PC,8.8
726,Fighting,EA Sports UFC 2,Xbox One,6.4
727,Fighting,EA Sports UFC 2,PlayStation 4,6.4
728,RPG,Black Desert Online,PC,7.0
729,Shooter,Tom Clancy's The Division,Xbox One,6.7
730,Shooter,Tom Clancy's The Division,PlayStation 4,6.7
731,Shooter,Tom Clancy's The Division,PC,6.7
732,Fighting,Pokken Tournament,Wii U,8.0
733,Action,Alekhine's Gun,PC,3.0
734,Action,Hitman: Episode 1,Xbox One,7.9
735,Action,Hitman: Episode 1,PlayStation 4,7.9
736,Action,Hitman: Episode 1,PC,7.9
737,"Action, RPG",Grim Dawn,PC,8.7
738,Adventure,Heavy Rain,PlayStation 4,7.5
739,Adventure,The Flame in the Flood,PC,7.3
740,"Action, Adventure",The Legend of Zelda: Twilight Princess HD,Wii U,8.6
741,RPG,Bravely Second: End Layer,Nintendo 3DS,7.1
742,Shooter,Devil Daggers,PC,8.5
743,Action,Superhot,PC,7.5
744,Shooter,Plants vs. Zombies: Garden Warfare 2,PlayStation 4,8.2
745,Shooter,Plants vs. Zombies: Garden Warfare 2,PC,8.2
746,Shooter,Plants vs. Zombies: Garden Warfare 2,Xbox One,8.2
747,RPG,Pillar of Eternity: The White March - Part II,PC,8.0
748,"Strategy, RPG",Fire Emblem Fates: Revelation,Nintendo 3DS,9.5
749,Adventure,The Walking Dead: Michonne -- Episode 1: In Too Deep,PC,7.0
750,Action,Far Cry Primal,PlayStation 4,7.9
751,RPG,Project X Zone 2,Nintendo 3DS,6.5
752,"Strategy, RPG",Fire Emblem Fates: Birthright,Nintendo 3DS,9.4
753,"Strategy, RPG",Fire Emblem Fates: Conquest,Nintendo 3DS,9.5
754,Fighting,Street Fighter V,PC,8.0
755,Fighting,Street Fighter V,PlayStation 4,8.0
756,Adventure,Layers of Fear,PC,5.8
757,Action,Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation 4,5.5
758,Action,Dying Light: The Following,PC,8.8
759,Platformer,Assassin's Creed Chronicles: Russia,Xbox One,5.8
760,Platformer,Cobalt,Xbox One,4.5
761,Adventure,Firewatch,Xbox One,9.3
762,Adventure,Firewatch,PC,9.3
763,Adventure,Firewatch,PlayStation 4,9.3
764,Platformer,Unravel,Xbox One,8.3
765,Platformer,Unravel,PC,8.3
766,Platformer,Unravel,PlayStation 4,8.3
767,Strategy,XCOM 2,PC,9.3
768,Strategy,XCOM 2,Xbox One,9.3
769,Strategy,XCOM 2,PlayStation 4,9.3
770,Action,Bombshell,PC,6.9
771,"Action, Adventure",Rise of the Tomb Raider -- Baba Yaga: The Temple of the Witch,Xbox One,7.0
772,"Action, Adventure",LEGO Marvel's Avengers,PlayStation 4,6.7
773,RPG,Darkest Dungeon,PC,9.1
774,RPG,Darkest Dungeon,PlayStation 4,9.1
775,RPG,Darkest Dungeon,Nintendo Switch,9.1
776,RPG,Darkest Dungeon,PlayStation Vita,9.1
777,RPG,Final Fantasy Explorers,Nintendo 3DS,6.8
778,Puzzle,The Witness,PC,10.0
779,Puzzle,The Witness,Xbox One,10.0
780,Puzzle,The Witness,PlayStation 4,10.0
781,Strategy,Homeworld: Deserts of Kharak,PC,8.8
782,Strategy,Tharsis,PlayStation 4,4.8
783,Strategy,Tharsis,PC,4.8
784,RPG,Mario & Luigi: Paper Jam,Nintendo 3DS,5.9
785,Adventure,Gemini: Heroes Reborn,PC,6.4
786,"Action, Adventure",Resident Evil Zero,PC,6.5
787,"Action, Adventure",Resident Evil Zero,Xbox One,6.5
788,Puzzle,Pony Island,PC,9.0
789,"Fighting, Simulation",Punch Club,PC,6.5
790,Adventure,"That Dragon, Cancer",PC,8.0
791,Adventure,OxenFree,PlayStation 4,8.2
792,Adventure,OxenFree,Nintendo Switch,8.2
793,Adventure,OxenFree,Xbox One,8.2
794,Adventure,OxenFree,PC,8.2
795,Adventure,Minecraft: Story Mode -- Episode 4: A Block and a Hard Place,Xbox One,6.3
796,Platformer,Assassin's Creed Chronicles: India,Xbox One,6.0
797,RPG,Rick and Morty: Pocket Mortys,iPhone,5.5
798,Action,Hardware: Rivals,PlayStation 4,5.5
799,"Music, Action",Amplitude,PlayStation 4,7.0
800,Adventure,King's Quest -- Episode 2: Rubble without a Cause,PC,6.7
801,"Racing, Action",FAST Racing Neo,Wii U,8.0
802,Racing,Dirt Rally,PC,8.9
803,Racing,Dirt Rally,PlayStation 4,8.9
804,Strategy,SteamWorld Heist,Nintendo 3DS,8.8
805,Action,Nuclear Throne,PC,9.0
806,Puzzle,The Room Three,iPhone,9.0
807,RPG,Star Wars: The Old Republic -- Knights of the Fallen Empire,PC,6.5
808,RPG,Xenoblade Chronicles X,Wii U,8.2
809,Action,Just Cause 3,Xbox One,5.9
810,Action,Just Cause 3,PlayStation 4,5.9
811,Action,Just Cause 3,PC,8.0
812,Action,Batman: Arkham Knight -- Catwoman's Revenge,PlayStation 4,6.0
813,Shooter,Tom Clancy's Rainbow Six Siege,Xbox One,7.9
814,Shooter,Tom Clancy's Rainbow Six Siege,PlayStation 4,7.9
815,Adventure,Minecraft: Story Mode -- Episode 3: The Last Place You Look,Xbox One,7.7
816,Action,Bloodborne: The Old Hunters,PlayStation 4,8.0
817,Strategy,StarCraft II: Legacy of the Void,PC,8.9
818,Strategy,Hard West,PC,7.3
819,Party,Animal Crossing: Amiibo Festival,Wii U,5.0
820,Sports,Mario Tennis: Ultra Smash,Wii U,4.8
821,Adventure,Game of Thrones: Episode 6 -- The Ice Dragon,PC,6.7
822,Action,Sword Art Online: Lost Song,PlayStation 4,6.0
823,Shooter,Splatoon,Wii U,8.6
824,Shooter,Call of Duty: Black Ops III,PlayStation 3,7.0
825,Shooter,Call of Duty: Black Ops III,Xbox 360,7.0
826,Shooter,Star Wars Battlefront,PC,8.0
827,Shooter,Star Wars Battlefront,PlayStation 4,8.0
828,Shooter,Star Wars Battlefront,Xbox One,8.0
829,RPG,Fallout 4,Xbox One,9.5
830,RPG,Fallout 4,PC,9.5
831,RPG,Fallout 4,PlayStation 4,9.5
832,"Action, Adventure",Rise of the Tomb Raider,PC,9.3
833,"Action, Adventure",Rise of the Tomb Raider,Xbox One,9.3
834,RPG,Guild Wars 2: Heart of Thorns,PC,7.6
835,Shooter,Call of Duty: Black Ops III,PlayStation 4,9.2
836,Shooter,Call of Duty: Black Ops III,Xbox One,9.2
837,Simulation,Anno 2205,PC,7.0
838,RPG,Yo-Kai Watch,Nintendo 3DS,7.2
839,Racing,Need for Speed,PlayStation 4,6.3
840,Action,Darksiders II: Deathinitive Edition,Xbox One,7.5
841,Action,Darksiders II: Deathinitive Edition,PlayStation 4,7.5
842,Adventure,Minecraft: Story Mode -- Episode 2: Assembly Required,Xbox One,5.6
843,Adventure,Minecraft: Story Mode -- Episode 2: Assembly Required,PC,5.6
844,Wrestling,WWE 2K16,PlayStation 4,8.8
845,Wrestling,WWE 2K16,Xbox One,8.8
846,Action,Warhammer: End Times -- Vermintide,PC,7.2
847,Action,Warhammer: End Times -- Vermintide,PlayStation 4,7.2
848,Action,Warhammer: End Times -- Vermintide,Xbox One,7.2
849,RPG,Sword Coast Legends,PC,5.5
850,RPG,Divinity: Original Sin -- Enhanced Edition,Xbox One,9.0
851,RPG,Divinity: Original Sin -- Enhanced Edition,PlayStation 4,9.0
852,Shooter,Halo 5: Guardians,Xbox One,9.0
853,Music,Guitar Hero Live,Xbox 360,7.9
854,Music,Guitar Hero Live,Xbox One,7.9
855,Music,Guitar Hero Live,Wii U,7.9
856,Music,Guitar Hero Live,PlayStation 3,7.9
857,Music,Guitar Hero Live,PlayStation 4,7.9
858,Action,Assassin's Creed Syndicate,PlayStation 4,8.2
859,Action,Assassin's Creed Syndicate,Xbox One,8.2
860,Adventure,Life is Strange -- Episode 5: Polarized,Xbox One,6.5
861,Adventure,Life is Strange -- Episode 5: Polarized,PC,6.5
862,Adventure,Kingdom,PC,7.7
863,Adventure,The Legend of Zelda: Tri Force Heroes,Nintendo 3DS,8.5
864,Adventure,Tales from the Borderlands -- Episode 5 The Vault of the Traveler,PC,9.0
865,Action,Broforce,PC,8.8
866,Adventure,Fatal Frame: Maiden of the Black Water,Wii U,7.0
867,Simulation,Rebel Galaxy,PC,8.0
868,RPG,Tales of Zestiria,PlayStation 4,7.8
869,Platformer,Mushroom 11,PC,9.0
870,RPG,Dragon Quest Heroes,PlayStation 4,6.2
871,RPG,Wasteland 2: Director's Cut,Xbox One,8.5
872,RPG,Wasteland 2: Director's Cut,PlayStation 4,8.5
873,Adventure,Minecraft: Story Mode -- Episode 1: The Order of the Stone,Xbox One,7.3
874,Adventure,Minecraft: Story Mode -- Episode 1: The Order of the Stone,PC,7.3
875,Platformer,Chibi-Robo!: Zip Lash,Nintendo 3DS,5.0
876,RPG,The Witcher 3: Wild Hunt -- Hearts of Stone,PC,9.0
877,RPG,The Witcher 3: Wild Hunt -- Hearts of Stone,Xbox One,9.0
878,RPG,The Witcher 3: Wild Hunt -- Hearts of Stone,PlayStation 4,9.0
879,Action,Transformers: Devastation,PlayStation 4,7.7
880,Action,Transformers: Devastation,Xbox One,7.7
881,Simulation,Sid Meier's Civilization: Beyond Earth -- Rising Tide,PC,7.1
882,Adventure,The Beginner's Guide,PC,8.0
883,Adventure,The Beginner's Guide,Macintosh,8.0
884,"Strategy, RPG",Disgaea 5: Alliance of Vengeance,PlayStation 4,8.7
885,Sports,NBA Live 16,PlayStation 4,6.0
886,Sports,NBA Live 16,Xbox One,6.0
887,Strategy,Prison Architect,PC,8.3
888,Simulation,Cities: Skylines -- After Dark,PC,6.5
889,Music,Rock Band 4,PlayStation 4,8.8
890,Music,Rock Band 4,Xbox One,8.8
891,Sports,Tony Hawk's Pro Skater 5,PlayStation 4,3.5
892,Puzzle,Expand,PC,8.0
893,Puzzle,Expand,PlayStation 4,8.0
894,Strategy,Might & Magic Heroes VII,PC,6.4
895,Action,Uncharted: The Nathan Drake Collection,PlayStation 4,9.0
896,Action,Jotun,PC,8.0
897,Sports,NBA 2K16,PlayStation 4,9.0
898,"Action, Adventure",LEGO Dimensions,PlayStation 4,7.7
899,"Action, Adventure",Skylanders SuperChargers,Xbox One,8.0
900,"Action, Adventure",Skylanders SuperChargers,PlayStation 4,8.0
901,Shooter,Assault Android Cactus,PC,8.8
902,Sports,Blood Bowl II,PC,7.8
903,Strategy,World of Warships,PC,8.3
904,Music,Persona 4: Dancing All Night,PlayStation Vita,8.4
905,Simulation,Animal Crossing: Happy Home Designer,Nintendo 3DS,8.0
906,Sports,FIFA 16,PlayStation 4,7.8
907,Sports,FIFA 16,Xbox One,7.8
908,Adventure,Soma,PC,8.1
909,RPG,Star Wars: Uprising,iPad,5.5
910,Shooter,Destiny: The Taken King,Xbox One,9.0
911,Shooter,Destiny: The Taken King,PlayStation 4,9.0
912,Platformer,Lovers in a Dangerous Spacetime,PC,8.5
913,Sports,NHL 16,Xbox One,7.8
914,Sports,NHL 16,PlayStation 4,7.8
915,Sports,Rugby League Live 3,Xbox One,6.5
916,Sports,Pro Evolution Soccer 2016,PlayStation 4,9.5
917,Adventure,Steins;Gate,PlayStation Vita,6.9
918,Action,One Piece: Pirate Warriors 3,PlayStation 4,6.9
919,RPG,Lost Dimension,PlayStation Vita,7.0
920,RPG,Shadowrun: Hong Kong,PC,8.0
921,RPG,Dragon Age: Inquisition -- Trespasser,Xbox One,7.0
922,RPG,Dragon Age: Inquisition -- Trespasser,PlayStation 4,7.0
923,RPG,Dragon Age: Inquisition -- Trespasser,PC,7.0
924,Strategy,Company of Heroes 2: The British Forces,PC,8.0
925,Board,Armello,PC,5.6
926,Racing,Forza Motorsport 6,Xbox One,9.0
927,Sports,Rugby World Cup 2015,PlayStation 4,1.5
