,date,game,platform,score
1182,2015-06-15,Fallout Shelter,"Android,iPad,iPhone,PC,Xbox One",7
1183,2015-06-10,The Detail,PC,5
1184,2015-06-10,The Next Penelope,"Mac OS,PC,Wii-U",9
1185,2015-06-09,Kholat,"Mac OS,PC",6.5
1186,2015-06-09,Operation Abyss: New Tokyo Legacy,PSVita,7.5
1187,2015-06-08,Massive Chalice,"Mac OS,PC,Xbox One",6
1188,2015-06-02,Heroes of the Storm,"Mac OS,PC",9.5
1189,2015-06-02,Call of Duty: Advanced Warfare: Supremacy,"PC,PS3,PS4,Xbox 360,Xbox One",8
1190,2015-06-02,Supercharged Robot Vulkaiser,PC,7.5
1191,2015-06-02,Lord of Magna: Maiden Heaven,3DS,7
1192,2015-05-30,Sym,PC,6
1193,2015-05-30,The Incredible Adventures of Van Helsing III,"Mac OS,PC",6
1194,2015-05-29,Adventures of Pip,"Mac OS,PC,Wii-U,Xbox One",7
1195,2015-05-28,Hatred,PC,5.5
1196,2015-05-27,Starless: Nymphomaniacs' Paradise,PC,5
1197,2015-05-27,Magicka 2,"PC,PS4",5.5
1198,2015-05-27,Splatoon,Wii-U,8.5
1199,2015-05-26,Game of Thrones: A Telltale Game Series: Sons of Winter,"iPad,Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",7
1200,2015-05-26,Life is Strange: Chaos Theory,"PC,PS3,PS4,Xbox 360,Xbox One",8
1201,2015-05-25,Stealth Inc 2,"PC,PS4,PSVita,Wii-U,Xbox One",6
1202,2015-05-22,Destiny: House of Wolves,"PS3,PS4,Xbox 360,Xbox One",5
1203,2015-05-22,Nom Nom Galaxy,"PC,PS4,PSVita",7
1204,2015-05-21,Til Morning's Light,"Android,iPhone",7
1205,2015-05-20,Swords and Soldiers II,Wii-U,9
1206,2015-05-18,,,
1207,2015-05-18,Schrodinger's Cat and the Raiders of the Lost Quark,"Mac OS,PC,PS4,Xbox One",6
1208,2015-05-15,Stretchmo,3DS,8
1209,2015-05-14,Puzzle & Dragons Z,3DS,7.5
1210,2015-05-14,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,3DS,7.5
1211,2015-05-14,Not A Hero,"Mac OS,PC,PS4,PSVita",7
1212,2015-05-13,Knights of Pen & Paper 2,"Android,iPhone,PC",7.5
1213,2015-05-13,Action Henk,"Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox One",7
1214,2015-05-13,TowerFall: Dark World,"PC,PS4,PSVita",9.5
1215,2015-05-13,NERO,"3DS,PC,PS4,Wii-U,Xbox One",9
1216,2015-05-12,"Invisible, Inc.","iPad,Mac OS,PC,PS4",10
1217,2015-05-12,Color Guardians,"Mac OS,PC,PS4,PSVita",4
1218,2015-05-12,The Witcher 3: Wild Hunt,"PC,PS4,Xbox One",8
1219,2015-05-12,Toren,"PC,PS3,PS4",6
1220,2015-05-11,Attack on Titan: Humanity in Chains,3DS,7
1221,2015-05-11,Lost Orbit,"PC,PS4",8
1222,2015-05-10,Final Fantasy X/X-2 HD Remaster,"PC,PS3,PS4,PSVita",8
1223,2015-05-09,Tokyo Twilight Ghost Hunters,"PS3,PS4,PSVita",8
1224,2015-05-08,Hyperdimension Neptunia U: Action Unleashed,PSVita,8
1225,2015-05-08,Touhou 14: Double Dealing Character,PC,7
1226,2015-05-07,Forgotten Memories: Alternate Realities,"Android,iPad,iPhone,PSVita,Wii-U",6.5
1227,2015-05-06,Vertiginous Golf,"Mac OS,PC",4.5
1228,2015-05-06,High Strangeness,"Mac OS,PC,Wii-U",7
1229,2015-05-05,Kerbal Space Program,"Mac OS,PC,PS4,Wii-U,Xbox One",8.5
1230,2015-05-05,Tropico 5,"Mac OS,PC,PS4,Xbox 360",8
1231,2015-05-05,Wolfenstein: The Old Blood,"PC,PS4,Xbox One",8
1232,2015-05-05,Cosmophony,"Android,iPhone,PS3,PS4,PSVita,Wii-U",6
1233,2015-05-04,Light Bound,PC,6.5
1234,2015-05-04,Chroma Squad,"Android,iPhone,Mac OS,PC,PS4,Xbox One",8
1235,2015-05-04,Crypt of the NecroDancer,"iPhone,Mac OS,PC,PS4,PSVita,Switch,Xbox One",9.5
1236,2015-05-03,The Weaponographist,"Mac OS,PC",5
1237,2015-05-01,Project CARS,"PC,PS4,Wii-U,Xbox One",7
1238,2015-05-01,Hearthstone: Blackrock Mountain,"Android,iPhone,PC",8
1239,2015-04-29,Omega Quintet,PS4,4
1240,2015-04-28,Environmental Station Alpha,"Mac OS,PC",7
1241,2015-04-28,Hyperdevotion Noire: Goddess Black Heart,PSVita,4.5
1242,2015-04-27,Westerado: Double Barreled,PC,10
1243,2015-04-27,Uncanny Valley,"Mac OS,PC",4
1244,2015-04-27,Shadowrun Chronicles - Boston Lockdown,PC,7
1245,2015-04-27,Broken Age: Act 2,PC,8
1246,2015-04-24,Gurumin: A Monstrous Adventure,"PC,PSP",9
1247,2015-04-24,SWR JST DX Selective Memory Erase Effect,PC,9
1248,2015-04-23,Mario Kart 8 DLC Pack 2,Wii-U,9
1249,2015-04-23,Lost Within,"Android,iPad,iPhone",7
1250,2015-04-22,MonsterBag,PSVita,6
1251,2015-04-22,Infinity Runner,"Mac OS,PC,PS4,Wii-U,Xbox One",2
1252,2015-04-22,Jumpjet Rex,"Mac OS,PC",8
1253,2015-04-21,Blue Estate,"PC,PS4,Xbox One",5
1254,2015-04-21,Assassin's Creed Chronicles: China,"PC,PS3,PS4,Xbox 360,Xbox One",7
1255,2015-04-21,,,
1256,2015-04-14,Mortal Kombat X,"Android,iPhone,PC,PS3,PS4,Xbox 360,Xbox One",8
1257,2015-04-13,Titan Souls,"Mac OS,PC,PS4,PSVita",8
1258,2015-04-09,MLB 15 The Show,"PS3,PS4,PSVita",7
1259,2015-04-07,Pokémon Rumble World,3DS,7
1260,2015-04-06,Etrian Mystery Dungeon,3DS,8
1261,2015-04-06,Dyscourse,"Mac OS,PC",7
1262,2015-04-04,Affordable Space Adventures,Wii-U,9
1263,2015-04-03,Crimzon Clover World Ignition,PC,8.5
1264,2015-04-03,Wave 4 amiibo shopping,Wii-U,1
1265,2015-04-02,Attack the Light: Steven Universe,"Android,iPhone",9
1266,2015-03-31,Evolve,"PC,PS4,Xbox One",6
1267,2015-03-31,Evolve: The Hunt Evolves Update,"PC,PS4,Xbox One",4
1268,2015-03-31,Forza Horizon 2 Presents Fast & Furious,"Xbox 360,Xbox One",6
1269,2015-03-31,Call of Duty: Advanced Warfare: Ascendance,"PS4,Xbox One",7.5
1270,2015-03-31,Paperbound,"PC,PS4",7
1271,2015-03-31,Story of Seasons,3DS,8
1272,2015-03-29,Borderlands: The Pre-Sequel: Claptastic Voyage,"Mac OS,PC,PS3,Xbox 360",7
1273,2015-03-29,Grey Goo,PC,7
1274,2015-03-26,Pillars of Eternity,"Mac OS,PC",8.5
1275,2015-03-26,Jump'N'Shoot Attack,"Android,iPad,iPhone",7
1276,2015-03-25,Game of Thrones: A Telltale Game Series: Sword in the Darkness,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",8
1277,2015-03-25,Life is Strange: Out of Time,"PC,PS3,PS4,Xbox 360,Xbox One",6.5
1278,2015-03-24,Fossil Fighters: Frontier,3DS,3
1279,2015-03-18,Frozen Cortex,"Mac OS,PC",7
1280,2015-03-17,Bladestorm: Nightmare,"PC,PS3,PS4,Xbox One",7
1281,2015-03-17,Resident Evil: Revelations 2: Episode 4,Xbox One,9
1282,2015-03-17,Tales from the Borderlands: Atlas Mugged,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",8
1283,2015-03-16,Battlefield Hardline,"PC,PS3,PS4,Xbox 360,Xbox One",6
1284,2015-03-16,Fruit Ninja Kinect 2,Xbox One,7
1285,2015-03-16,Mario Party 10,Wii-U,6
1286,2015-03-16,Final Fantasy Type-0 HD,"PC,PS4,Xbox One",8.5
1287,2015-03-14,Dragon Ball Xenoverse,"PC,PS3,PS4,Xbox 360,Xbox One",4.5
1288,2015-03-13,LA Cops,"Mac OS,PC,Xbox One",3
1289,2015-03-11,Code Name: S.T.E.A.M.,3DS,6.5
1290,2015-03-11,White Night,"Mac OS,PC,PS4,Xbox One",7.5
1291,2015-03-11,Flame Over,PSVita,8
1292,2015-03-10,Cities: Skylines,"Mac OS,PC,PS4,Xbox One",9
1293,2015-03-10,OlliOlli 2: Welcome to Olliwood,"PC,PS4,PSVita,Xbox One",9
1294,2015-03-10,Hotline Miami 2: Wrong Number,"Mac OS,PC,PS3,PS4,PSVita",7
1295,2015-03-10,Resident Evil: Revelations 2: Episode 3,Xbox One,8.5
1296,2015-03-09,Ori and the Blind Forest,"PC,Xbox 360,Xbox One",9.5
1297,2015-03-09,Shelter 2,PC,3
1298,2015-03-08,Five Nights at Freddy's 3,PC,6.5
1299,2015-03-07,Criminal Girls: Invite Only,"PC,PSVita",8
1300,2015-03-06,Zombie Army Trilogy,"PC,PS4,Xbox One",7
1301,2015-03-05,Crimsonland,"PC,PS3,PS4,PSVita",7.5
1302,2015-03-04,Mario vs. Donkey Kong: Tipping Stars,"3DS,Wii-U",5
1303,2015-03-03,STARWHAL,"PC,PS3,PS4",8
1304,2015-03-03,Oreshika: Tainted Bloodlines,PSVita,8.5
1305,2015-03-03,Helldivers,"PC,PS3,PS4,PSVita",9
1306,2015-03-03,Resident Evil: Revelations 2: Episode 2,Xbox One,9
1307,2015-03-02,ScreamRide,"Xbox 360,Xbox One",7
1308,2015-03-02,Blackhole,"Mac OS,PC,PS3,PS4,PSVita,Xbox One",9
1309,2015-03-02,Homeworld Remastered Collection,PC,8
1310,2015-02-27,IronFall: Invasion,3DS,6
1311,2015-02-27,The Deer God,"Mac OS,PC,Wii-U,Xbox One",6
1312,2015-02-26,Pneuma: Breath of Life,"PC,Xbox One",5
1313,2015-02-24,Aaru's Awakening,"PC,PS3,PS4",7
1314,2015-02-24,Roundabout,"Mac OS,PC,PS4,PSVita,Xbox One",7.5
1315,2015-02-24,Resident Evil: Revelations 2: Episode 1,"PC,PS3,PS4,Xbox 360,Xbox One",9
1316,2015-02-24,There Came an Echo,"Mac OS,PC,Xbox One",6
1317,2015-02-23,Hot Tin Roof: The Cat That Wore a Fedora,"Mac OS,PC",6
1318,2015-02-22,htoL#NiQ: The Firefly Diary,"PC,PSVita",6
1319,2015-02-20,Under Night In-Birth Exe:Late,"PC,PS3",9
1320,2015-02-20,Harold,"PC,PS3,Xbox 360",7.5
1321,2015-02-19,Pokemon Shuffle,"3DS,Android,iPad,iPhone",3.5
1322,2015-02-19,The Order: 1886,PS4,6
1323,2015-02-18,Risk,"PS4,Xbox One",5
1324,2015-02-18,Kirby and the Rainbow Curse,Wii-U,9
1325,2015-02-16,Ace Combat: Assault Horizon Legacy+,3DS,6
1326,2015-02-15,Blackguards 2,"Mac OS,PC",6
1327,2015-02-13,Super Stardust Ultra,PS4,7
1328,2015-02-13,The Legend of Zelda: Majora's Mask 3D,3DS,8
1329,2015-02-12,Total War: Attila,PC,6.5
1330,2015-02-10,Unmechanical: Extended,"PS3,PS4,PSVita,Xbox One",7
1331,2015-02-10,Monster Hunter 4 Ultimate,3DS,9
1332,2015-02-09,The Escapists,"PC,PS4,Xbox One",8
1333,2015-02-08,Sunless Sea,"iPad,Mac OS,PC",9
1334,2015-02-05,Grow Home,"PC,PS4",8.5
1335,2015-02-04,Dolphin Up,Wii-U,4
1336,2015-02-03,PIX the CAT,"PC,PS4,PSVita",7
1337,2015-02-03,Apotheon,"PC,PS4",9.5
1338,2015-02-03,Sons of Anarchy: The Prospect: Episode One,iPhone,6
1339,2015-02-03,Game of Thrones: A Telltale Game Series: The Lost Lords,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",6
1340,2015-02-02,Brandish: The Dark Revenant,"PSP,PSVita",8
1341,2015-02-02,#IDARB,Xbox One,8
1342,2015-01-30,Nihilumbra,"iPad,Mac OS,PC,PSVita",6
1343,2015-01-30,Gunman Clive 2,"3DS,PC",8.5
1344,2015-01-29,Life is Strange,"Android,iPad,iPhone,PC,PS3,PS4,Xbox 360,Xbox One",8.5
1345,2015-01-29,Call of Duty: Advanced Warfare: Havoc,"PC,PS3,PS4,Xbox 360,Xbox One",7
1346,2015-01-28,Dying Light,"PC,PS3,PS4,Xbox 360,Xbox One",7
1347,2015-01-26,Grim Fandango,"Android,iPhone,Mac OS,PC,PS4,PSVita",9.5
1348,2015-01-25,Gravity Ghost,"Mac OS,PC,PS4",8
1349,2015-01-21,Final Fantasy XIV: A Realm Reborn: Before the Fall,PS4,8
1350,2015-01-20,Citizens of Earth,"3DS,PC,PS4,PSVita,Wii-U",6
1351,2015-01-19,Resident Evil,"PC,PS3,PS4,Xbox 360,Xbox One",9.5
1352,2015-01-19,Saints Row: Gat Out of Hell,"PC,PS3,PS4,Xbox 360,Xbox One",8
1353,2015-01-16,Funk of Titans,Xbox One,3
1354,2015-01-15,Legend of Grimrock 2,"Mac OS,PC",9.5
1355,2015-01-15,Assassin's Creed Unity: Dead Kings,"PC,PS4,Xbox One",6.5
1356,2015-01-12,Super Mega Baseball,"PS3,PS4",8.5
1357,2015-01-07,Duke Nukem 3D: Megaton Edition,"Mac OS,PC,PS3,PSVita",8
1358,2015-01-05,Lego Batman 3: Beyond Gotham,"3DS,iPhone,PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",7
1359,2014-12-27,Escape Dead Island,"PC,PS3,Xbox 360",4
1360,2014-12-27,Phoenix Wright: Ace Attorney Trilogy,3DS,8
1361,2014-12-25,Xeodrifter,"3DS,PC,PS4,PSVita,Switch,Wii-U,Xbox One",9
1362,2014-12-22,The Crew,"PC,PS3,PS4,Xbox 360,Xbox One",7.5
1363,2014-12-19,Kalimba,"PC,Xbox One",8
1364,2014-12-16,Guilty Gear Xrd -SIGN-,"PC,PS3,PS4,Xbox 360",9
1365,2014-12-15,Lara Croft and the Temple of Osiris,"PC,PS4,Xbox One",6
1366,2014-12-15,Kingdom Hearts HD 2.5 Remix,PS3,9
1367,2014-12-12,Destiny: The Dark Below,"PS3,PS4,Xbox 360,Xbox One",6.5
1368,2014-12-08,Ultraworld,PC,3
1369,2014-12-08,The Talos Principle,"iPad,Mac OS,PC,PS4,Xbox One",8
1370,2014-12-06,Peggle Blast,"Android,iPhone",2
1371,2014-12-03,Secret Ponchos,"PC,PS4",7.5
1372,2014-12-02,Game of Thrones: A Telltale Game Series: Iron from Ice,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",7
1373,2014-12-01,Captain Toad: Treasure Tracker,Wii-U,8
1374,2014-11-25,Tales from the Borderlands: Zer0 Sum,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",9
1375,2014-11-24,Geometry Wars 3: Dimensions,"PC,PS3,PS4,Xbox 360,Xbox One",10
1376,2014-11-24,Persona Q: Shadow of Labyrinth,3DS,8.5
1377,2014-11-24,Persona Q: Shadow of the Labyrinth,3DS,8.5
1378,2014-11-23,Sneaky Sneaky,"Mac OS,PC",5
1379,2014-11-21,Sonic Boom: Shattered Crystal,3DS,2.5
1380,2014-11-20,WWE 2K15,"PC,PS3,PS4,Xbox 360,Xbox One",5
1381,2014-11-20,Sonic Boom: Rise of Lyric,Wii-U,5
1382,2014-11-19,Super Smash Bros.,"3DS,Wii-U",9.5
1383,2014-11-18,LittleBigPlanet 3,"PS3,PS4",7.5
1384,2014-11-18,Pokemon Alpha Sapphire,3DS,9
1385,2014-11-18,Never Alone,"PC,PS4,Wii-U,Xbox One",7
1386,2014-11-17,Five Nights at Freddy's 2,PC,7
1387,2014-11-17,Tengami,"iPad,iPhone,Mac OS,PC,Wii-U",7
1388,2014-11-14,Mario Kart 8 DLC Pack 1,Wii-U,8.5
1389,2014-11-14,Far Cry 4,"PC,PS3,PS4,Xbox 360,Xbox One",9
1390,2014-11-13,Hatsune Miku: Project DIVA F 2nd,"PS3,PSVita",9
1391,2014-11-13,Assassin's Creed Rogue,"PC,PS3,Xbox 360",5.5
1392,2014-11-12,Senran Kagura Bon Appetit,PSVita,7
1393,2014-11-11,Tales of Hearts R,"iPad,iPhone,PSVita",7
1394,2014-11-11,The Binding of Isaac: Rebirth,"3DS,iPad,iPhone,Mac OS,PC,PS3,PS4,PSVita,Switch,Wii-U,Xbox One",10
1395,2014-11-11,Assassin's Creed Unity,"PC,PS3,PS4,Xbox 360,Xbox One",7
1396,2014-11-11,Dragon Age: Inquisition,"PC,PS3,PS4,Xbox 360,Xbox One",8.5
1397,2014-11-10,Final Fantasy XIV: A Realm Reborn: Dreams of Ice,"PC,PS3,PS4",8.5
1398,2014-11-08,The Voice: I Want You,"PS3,Wii-U,Xbox 360",3
1399,2014-11-07,Halo: The Master Chief Collection,Xbox One,9
1400,2014-11-04,Freedom Wars,PSVita,8
1401,2014-11-02,Woah Dave!,"3DS,Android,iPad,iPhone,PC,Placeholder,PS4,PSVita,Wii-U",8.5
1402,2014-10-30,Sakura Spirit,PC,3
1403,2014-10-27,Sunset Overdrive,Xbox One,8.5
1404,2014-10-24,Dreamfall Chapters: Book One,"Mac OS,PC",7.5
1405,2014-10-24,Mind Zero,"PC,PSVita",5
1406,2014-10-24,Bayonetta 2,"Switch,Wii-U",10
1407,2014-10-24,Fantasy Life,3DS,8
1408,2014-10-23,Pokémon Art Academy,3DS,7
1409,2014-10-23,Shantae and the Pirate's Curse,"3DS,DS,PC,PS4,Wii-U,Xbox One",7.5
1410,2014-10-23,Civilization: Beyond Earth,"Mac OS,PC",9.5
1411,2014-10-21,A City Sleeps,"Mac OS,PC",5.5
1412,2014-10-21,The Legend of Korra,"3DS,PC,PS3,PS4,Xbox 360,Xbox One",7
1413,2014-10-21,Samurai Warriors 4,"PS3,PS4,PSVita",8
1414,2014-10-21,Disney Fantasia: Music Evolved,"Xbox 360,Xbox One",8
1415,2014-10-19,Fairy Fencer F,"PC,PS3",5
1416,2014-10-15,The Evil Within,"PC,PS3,PS4,Xbox 360,Xbox One",7
1417,2014-10-14,Senran Kagura: Shinovi Versus,"PC,PSVita",8
1418,2014-10-13,Sherlock Holmes: Crimes and Punishments,"PC,PS3,PS4,Xbox 360,Xbox One",7
1419,2014-10-13,Ranko Tsukigime's Longest Day,PS3,5
1420,2014-10-13,Borderlands: The Pre-Sequel,"Mac OS,PC,PS3,Xbox 360,Xbox One",6
1421,2014-10-09,Dance Central Spotlight,"Xbox 360,Xbox One",7
1422,2014-10-08,Neverending Nightmares,"Android,PC,PS4,PSVita",7
1423,2014-10-08,Heavy Bullets,PC,6
1424,2014-10-07,Skylanders: Trap Team,"PS3,PS4,Wii,Wii-U,Xbox 360,Xbox One",7.5
1425,2014-10-07,Costume Quest 2,"PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",8
1426,2014-10-07,Driveclub,PS4,7.5
1427,2014-10-06,Natural Doctrine,"PS3,PS4,PSVita",5
1428,2014-10-03,Tappingo 2,3DS,7
1429,2014-10-03,Alien: Isolation,"PC,PS3,PS4,Xbox 360,Xbox One",8.5
1430,2014-10-02,The Sims 4,"Mac OS,PC,PS4,Xbox One",6
1431,2014-10-01,The Vanishing of Ethan Carter,"PC,PS4,Xbox One",8.5
1432,2014-10-01,Dark Souls II: The Crown of the Ivory King,"PC,PS3,Xbox 360",7.5
1433,2014-09-30,Chariot,"PC,PS4,Wii-U,Xbox One",8.5
1434,2014-09-29,Persona 4 Arena Ultimax,"PS3,Xbox 360",9
1435,2014-09-28,Danganronpa 2: Goodbye Despair,"PC,PSVita",8
1436,2014-09-26,Gauntlet,"PC,PS4",8
1437,2014-09-25,Middle-Earth: Shadow of Mordor,"Mac OS,PC,PS3,PS4,Xbox 360,Xbox One",6
1438,2014-09-25,Forza Horizon 2,"Xbox 360,Xbox One",9.5
1439,2014-09-24,NHL 15,"PS3,PS4,Xbox 360,Xbox One",6
1440,2014-09-24,Akiba's Trip: Undead & Undressed,"PC,PS3,PS4,PSVita",7
1441,2014-09-23,Wasteland 2,"Mac OS,PC,PS4,Switch,Xbox One",8
1442,2014-09-18,D4: Dark Dreams Dont Die,"PC,Xbox One",9
1443,2014-09-18,Disney Infinity: Marvel Super Heroes,"PC,PS3,PS4,PSVita,Wii-U,Xbox 360,Xbox One",8
1444,2014-09-17,Hyrule Warriors,"3DS,Wii-U",8.5
1445,2014-09-15,Size DOES Matter,"Android,iPad,iPhone",8
1446,2014-09-11,Theatrhythm Final Fantasy: Curtain Call,3DS,8
1447,2014-09-08,WildStar,PC,7.5
1448,2014-09-08,Divinity: Original Sin,"Mac OS,PC,PS4,Xbox One",8.5
1449,2014-09-05,Madden 15,"PS3,PS4,Xbox 360,Xbox One",6
1450,2014-09-05,Halfway,"Mac OS,PC",6
1451,2014-09-04,Warframe,"PC,PS4,Xbox One",6
1452,2014-09-04,Hatoful Boyfriend,"Mac OS,PC,PS4,PSVita",6.5
1453,2014-09-02,Hearthstone: Curse of Naxxramas,"iPad,PC",7.5
1454,2014-08-31,Donkey Kong Frappuccino,Wii-U,3
1455,2014-08-30,Professor Layton vs. Phoenix Wright: Ace Attorney,3DS,8.5
1456,2014-08-30,Hyperdimension Neptunia: Producing Perfection,PSVita,6
1457,2014-08-28,Mighty Gunvolt,"3DS,PC",7
1458,2014-08-28,Azure Striker Gunvolt,"3DS,PC",8
1459,2014-08-27,Dark Souls II,"PC,PS3,PS4,Xbox 360,Xbox One",9
1460,2014-08-27,Dark Souls II: The Crown of the Old Iron King,"PC,PS3,Xbox 360",7.5
1461,2014-08-26,The Walking Dead: No Going Back,"iPhone,PC,PS3,Xbox 360",7.5
1462,2014-08-26,inFamous: Second Son,PS4,9.5
1463,2014-08-26,inFamous: First Light,PS4,8.5
1464,2014-08-20,CounterSpy,"Android,iPad,iPhone,PC,PS3,PS4,PSVita",5.5
1465,2014-08-19,Sword Art Online: Hollow Fragment,PSVita,7
1466,2014-08-16,Hohokum,"PS3,PS4,PSVita",6.5
1467,2014-08-11,Road Not Taken,"PC,PS4,PSVita",7
1468,2014-08-08,Call of Duty: Ghosts: Nemesis,"PC,PS3,PS4,Xbox 360,Xbox One",8.5
1469,2014-08-06,Sacred 3,"PC,PS3,Xbox 360",5
1470,2014-08-05,Steel Empire,3DS,8
1471,2014-08-01,Gods Will Be Watching,"iPad,Mac OS,PC",8.5
1472,2014-07-28,Battle Princess of Arcadias,PS3,6
1473,2014-07-23,Sokobond,"Mac OS,PC",8
1474,2014-07-22,The Walking Dead: Amid the Ruins,"iPad,iPhone,PC,PS3,PSVita,Xbox 360,Xbox One",8
1475,2014-07-22,Dark Souls II: The Crown of the Sunken King,"PS3,Xbox 360",7
1476,2014-07-21,Squids Odyssey,Wii-U,5
1477,2014-07-21,Oddworld: New 'n' Tasty,"Mac OS,PC,PS3,PS4,PSVita,Wii-U,Xbox One",8
1478,2014-07-18,Final Fantasy XIV: A Realm Reborn: Defenders of Eorzea,PS4,9
1479,2014-07-17,One Piece Unlimited World Red,"3DS,PS3,PSVita,Wii-U",7
1480,2014-07-15,Abyss Odyssey,"PC,PS3,Xbox 360",7
1481,2014-07-09,4PM,PC,7
1482,2014-07-09,Dynasty Warriors: Gundam Reborn,PS3,7.5
1483,2014-07-08,MouseCraft,"Mac OS,PC,PS3,PS4,PSVita",7
1484,2014-07-08,The Wolf Among Us: Cry Wolf,"iPhone,PC,PS3,Xbox 360",9
1485,2014-07-06,Monster Monpiece,PSVita,7
1486,2014-07-03,Killzone: Shadow Fall,PS4,9
1487,2014-07-03,Killzone: Shadow Fall: Intercept,PS4,7
1488,2014-07-02,"Sir, You Are Being Hunted","Mac OS,PC",7
1489,2014-07-02,Armillo,Wii-U,7.5
1490,2014-07-01,Transformers: Rise of the Dark Spark,"3DS,PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",4.5
1491,2014-06-30,The Incredible Adventures of Van Helsing II,PC,8
1492,2014-06-27,The Rhythm of Fighters,"Android,iPhone",7
1493,2014-06-27,PlayStation Vita Pets,PSVita,6.5
1494,2014-06-26,Shovel Knight,"3DS,Mac OS,PC,PS3,PS4,PSVita,Switch,Wii-U,Xbox One",9.5
1495,2014-06-24,Valiant Hearts: The Great War,"iPad,iPhone,PC,PS3,PS4,Xbox 360,Xbox One",9
1496,2014-06-22,Ultra Street Fighter IV,"PC,PS3,PS4,Xbox 360",8
1497,2014-06-20,Magical Beat,PSVita,7.5
1498,2014-06-19,Entwined,"PS3,PS4,PSVita",4.5
1499,2014-06-19,EA Sports UFC,"PS4,Xbox One",7
1500,2014-06-19,Pushmo World,Wii-U,8
1501,2014-06-09,Dead Rising 3,"PC,PS3,Xbox 360,Xbox One",9
1502,2014-06-09,Super Ultra Arcade Remix Hyper Edition EX + α,Xbox One,8
1503,2014-06-08,Aban Hawkins and the 1001 Spikes,Wii-U,9.5
1504,2014-06-06,Tomodachi Life,3DS,9
1505,2014-06-03,Call of Duty: Ghosts Invasion,"PC,PS3,PS4,Xbox 360,Xbox One",8
1506,2014-06-03,Murdered: Soul Suspect,"PC,PS3,PS4,Xbox 360,Xbox One",4.5
1507,2014-05-31,Astebreed,"PC,PS4",9.5
1508,2014-05-30,Mario Kart 8,Wii-U,9
1509,2014-05-30,Worms Battlegrounds,"PS4,Xbox One",7.5
1510,2014-05-27,Monochroma,"Mac OS,PC,Xbox One",4
1511,2014-05-27,The Wolf Among Us: In Sheep's Clothing,"iPhone,PC,PS3,Xbox 360",7.5
1512,2014-05-27,Watch Dogs,"iPad,PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",8
1513,2014-05-26,World End Economica Episode 1,PC,4
1514,2014-05-20,R-Type Dimensions,PS3,9
1515,2014-05-20,Transistor,"PC,PS4",8.5
1516,2014-05-20,Drakengard 3,PS3,8.5
1517,2014-05-19,Wolfenstein: The New Order,"PC,PS3,PS4,Xbox 360,Xbox One",7.5
1518,2014-05-19,Moon Chronicles: Episode 1,3DS,6
1519,2014-05-18,Kero Blaster,"iPad,iPhone,PC,PS4",9
1520,2014-05-16,JoJo's Bizarre Adventure: All-Star Battle,PS3,7.5
1521,2014-05-14,Ether One,"Mac OS,PC,PS4",9
1522,2014-05-13,The Walking Dead: In Harm's Way,"Mac OS,PC,Placeholder,PS3,Xbox 360",8.5
1523,2014-05-13,Super Time Force,"Xbox 360,Xbox One",9
1524,2014-05-12,Demon Gaze,PSVita,7
1525,2014-05-10,Cloudbuilt,PC,6
1526,2014-05-09,Tesla Effect: A Tex Murphy Adventure,"Mac OS,PC",6.5
1527,2014-05-09,The Elder Scrolls Online,"Mac OS,PC,PS4,Xbox One",6.5
1528,2014-05-09,Bound by Flame,"PC,PS3,PS4,Xbox 360",7
1529,2014-05-07,Hitman GO,"Android,iPad,iPhone,PC,PS4,PSVita",8
1530,2014-05-07,Republique: Metamorphosis,"iPad,iPhone,PC",7.5
1531,2014-05-06,Sportsfriends,"Mac OS,PC,PS3,PS4",7
1532,2014-05-05,Raiden: Overkill,PS3,7.5
1533,2014-05-01,The Amazing Spider-Man 2,"PC,PS3,PS4,Wii-U,Xbox 360,Xbox One",6
1534,2014-04-30,Destiny of Spirits,PSVita,6
1535,2014-04-29,Daylight,"PC,PS4",4
1536,2014-04-29,Borderlands 2: Sir Hammerlock Versus the Son of Crawmerax,"Mac OS,PC,PS3,Xbox 360",6
1537,2014-04-29,Life Goes On,"Mac OS,PC",7
1538,2014-04-28,FRACT OSC,"Mac OS,PC",8.5
1539,2014-04-28,Child of Light,"PC,PS3,PS4,PSVita,Wii-U,Xbox 360,Xbox One",8.5
1540,2014-04-28,Kirby: Triple Deluxe,3DS,8
1541,2014-04-27,LEGO The Hobbit,"3DS,PC,PS3,PS4,PSVita,Wii-U,Xbox 360,Xbox One",6.5
1542,2014-04-24,Mario Golf: World Tour,3DS,8.5
1543,2014-04-23,Disney Magical World,3DS,7
